Postcode,lat,Lon
3071HJ,51.91239077,4.51106893
3071HK,51.91470287,4.50894670
3071HM,51.91408294,4.50973611
3071HP,51.91365670,4.50956522
3071HS,51.91201718,4.51072037
3071HT,51.91185196,4.51011920
3071JA,51.91152909,4.50022808
3071JB,51.91162759,4.49974767
3071JC,51.91377249,4.50293379
3071JD,51.91356356,4.50360093
3071JE,51.91377249,4.50301863
3071JJ,51.91355313,4.50731686
3071JK,51.91371175,4.50727018
3071JL,51.91499368,4.50424875
3071JM,51.91398562,4.50466868
3071JN,51.91499368,4.50488835
3071JP,51.91194673,4.50057254
3071JS,51.91191096,4.49969688
3071JT,51.91242245,4.49969261
3071JV,51.91135933,4.49704674
3071JW,51.91193479,4.49875823
3071JX,51.91134895,4.49784806
3071JZ,51.91370199,4.50763232
3071KB,51.91569281,4.50076004
3071KC,51.91382748,4.49733565
3071KD,51.91334542,4.49657108
3071KE,51.91306503,4.49602737
3071KG,51.91277352,4.49540765
3071KH,51.91255502,4.49510438
3071KJ,51.91209849,4.49426464
3071KK,51.91176240,4.49366161
3071KL,51.91144994,4.49309311
3071KM,51.91102533,4.49233914
3071KN,51.91069414,4.49153111
3071KP,51.91044789,4.49087546
3071KR,51.91015759,4.49010297
3071KS,51.91575138,4.49922505
3071LB,51.91155440,4.49118187
3071LC,51.91113701,4.49043442
3071LD,51.91135756,4.49156981
3071LE,51.91103580,4.49102288
3071LG,51.91080358,4.49023952
3071LH,51.91094762,4.49046683
3071LJ,51.91441527,4.49519173
3071LK,51.91435189,4.49659971
3071LL,51.91469436,4.49591743
3071LM,51.91443157,4.49713093
3071MA,51.90725025,4.50376723
3071MB,51.90763668,4.50146474
3071MC,51.90736107,4.50236498
3071MD,51.90636709,4.50126904
3071ME,51.90797858,4.50452793
3071MG,51.90597463,4.50217331
3071MH,51.90698379,4.50326500
3071MJ,51.90660205,4.50401755
3071MK,51.90720907,4.49742143
3071ML,51.90808874,4.49839582
3071MN,51.90812475,4.49503316
3071MP,51.90774951,4.49630556
3071NA,51.91635953,4.50033453
3071NB,51.91663588,4.49991931
3071NC,51.91489336,4.49574475
3071ND,51.91446065,4.49505929
3071NE,51.91408844,4.49443368
3071NG,51.91362040,4.49364211
3071NH,51.91336842,4.49322489
3071NJ,51.91341112,4.49280689
3071NK,51.91271387,4.49219159
3071NL,51.91225101,4.49134530
3071NM,51.91205470,4.49101493
3071NN,51.91181210,4.49060408
3071NP,51.91150107,4.49011588
3071NR,51.91118890,4.48964783
3071NS,51.91076103,4.48915263
3071NT,51.91047257,4.48888094
3071PB,51.91594693,4.50046315
3071PC,51.91591389,4.49989619
3071PD,51.91571551,4.50041267
3071PE,51.91008918,4.48929611
3071PG,51.91633938,4.50050663
3071PH,51.91597238,4.49974489
3071PJ,51.91633938,4.50006357
3071PK,51.91654591,4.50197856
3071PP,51.91134895,4.49802154
3071PR,51.91104877,4.49999571
3071PS,51.91106411,4.50068317
3071RA,51.91318632,4.51047842
3071RB,51.91293621,4.50991983
3071RC,51.91309042,4.51087973
3071RD,51.91268903,4.51013758
3071RE,51.91283882,4.50995010
3071RG,51.91127141,4.51151648
3071RH,51.91272447,4.51132217
3071RJ,51.91247152,4.51076753
3071RK,51.91228139,4.51174140
3071RL,51.91212260,4.51113115
3071RM,51.91355773,4.51054213
3071RN,51.91300843,4.51133450
3071RP,51.91193968,4.51215719
3071RR,51.91181892,4.51153603
3071RS,51.91148963,4.51255764
3071RT,51.91128004,4.51275430
3071RV,51.91355410,4.50989687
3071RW,51.91321956,4.50925007
3071RX,51.91224513,4.51262528
3071RZ,51.91115179,4.51310320
3071SB,51.91065750,4.50465797
3071SC,51.91002842,4.50565948
3071SE,51.90927159,4.50586232
3071SG,51.90915863,4.50640837
3071SH,51.90875958,4.50699249
3071SJ,51.90836803,4.50739057
3071SL,51.90749491,4.50821828
3071SM,51.90715246,4.50870640
3071SN,51.90665920,4.50876346
3071SP,51.90649678,4.50951195
3071SR,51.90540035,4.51034656
3071ST,51.90498152,4.51070622
3071SV,51.90465487,4.51103299
3071SW,51.90409962,4.51134511
3071SX,51.90386392,4.51160202
3071SZ,51.90773547,4.50777200
3071TA,51.91499368,4.50424875
3071TB,51.91342191,4.50538622
3071TC,51.91333186,4.50489621
3071TD,51.91283499,4.50402662
3071TE,51.91243362,4.50329369
3071TG,51.91233123,4.50307798
3071TH,51.91286253,4.50535991
3071TJ,51.91247302,4.50462528
3071TK,51.91259247,4.50535402
3071TM,51.91194531,4.50488749
3071TN,51.91202648,4.50503451
3071TP,51.91209934,4.50517284
3071TR,51.91218967,4.50529932
3071TS,51.91180833,4.50464150
3071VA,51.91275870,4.49470829
3071VB,51.91281748,4.49486051
3071VC,51.91247293,4.49416195
3071VD,51.91256264,4.49436981
3071VE,51.91299168,4.49517174
3071VG,51.91313413,4.49560822
3071VH,51.91174732,4.49284921
3071VJ,51.91181256,4.49273987
3071VK,51.91172634,4.49310756
3071VL,51.91181958,4.49106755
3071VM,51.91134785,4.49227748
3071VN,51.91184920,4.49154963
3071VP,51.91158422,4.49241147
3071VR,51.91340606,4.49602737
3071VS,51.91356885,4.49616080
3071XA,51.91406916,4.49538697
3071XB,51.91389699,4.49512091
3071XC,51.91377306,4.49489927
3071XD,51.91357603,4.49456816
3071XE,51.91312597,4.49377621
3071XG,51.91285972,4.49332730
3071XH,51.91271116,4.49298797
3071XJ,51.91384201,4.49599398
3071XK,51.91342292,4.49523904
3071XL,51.91316446,4.49486986
3071XM,51.91299533,4.49446993
3071XN,51.91250802,4.49360318
3071XP,51.91228406,4.49245736
3071XR,51.91212613,4.49265079
3071XS,51.91187995,4.49226595
3071XT,51.91356400,4.49396955
3071XV,51.91365409,4.49431620
3071XW,51.91227068,4.49346938
3071XX,51.91284220,4.49301044
3071XZ,51.91224131,4.49376925
3071ZA,51.90613620,4.50713516
3071ZB,51.90565497,4.50778814
3071ZC,51.90591226,4.50734495
3071ZD,51.90543922,4.50597622
3071ZE,51.90525228,4.50959709
3071ZG,51.90485777,4.51090874
3071ZH,51.90522291,4.50877735
3071ZJ,51.90427697,4.50990697
3071ZK,51.90450785,4.50885706
3071ZL,51.90397577,4.50714278
3071ZM,51.90270756,4.50977909
3071ZN,51.90207009,4.51119043
3072AB,51.89966240,4.47780625
3072AC,51.90027542,4.48748530
3072AD,51.90397526,4.48438795
3072AE,51.90196484,4.49588454
3072AG,51.90712012,4.49653495
3072AH,51.90606433,4.49760256
3072AJ,51.90279428,4.49269709
3072AK,51.90712012,4.49255566
3072AL,51.90758836,4.49253385
3072AM,51.89893861,4.47412016
3072AN,51.90240678,4.48999275
3072AP,51.90883387,4.49301807
3072AR,51.89985557,4.47818224
3072AR,51.90689377,4.48981903
3072AS,51.89906809,4.47638669
3072AT,51.90235014,4.48548762
3072AV,51.90046954,4.48881986
3072AW,51.90130722,4.49120246
3072AZ,51.90191012,4.49525882
3072BA,51.89849992,4.49715278
3072BC,51.89835630,4.49761738
3072BD,51.89938465,4.50467064
3072BE,51.89898398,4.50504346
3072BG,51.89937008,4.50471265
3072BH,51.89923406,4.50553160
3072BJ,51.89921400,4.50450034
3072BK,51.90140435,4.50503749
3072BW,51.89950684,4.50772040
3072BX,51.89943206,4.50825741
3072CA,51.89909883,4.50869828
3072CB,51.89874481,4.50703426
3072CD,51.89868111,4.50390643
3072CE,51.89857442,4.50082617
3072CG,51.89837635,4.49951406
3072CH,51.89832673,4.49896970
3072CJ,51.89815816,4.49797919
3072CK,51.89814635,4.49714629
3072CL,51.89822926,4.49650202
3072CM,51.90239217,4.49060484
3072DB,51.90750759,4.50949726
3072DC,51.90750759,4.49498435
3072DE,51.90797784,4.49281149
3072DG,51.90666148,4.49649731
3072DH,51.90353134,4.50316073
3072DJ,51.90307235,4.50289839
3072EA,51.90148352,4.50256119
3072EB,51.89852730,4.47955756
3072EC,51.90038149,4.50348743
3072ED,51.90110985,4.49722625
3072EE,51.90086743,4.49803466
3072EG,51.90053595,4.49850979
3072EH,51.89994305,4.49925891
3072EJ,51.89968944,4.49974867
3072EK,51.89926936,4.50012300
3072EL,51.89908548,4.50084505
3072EM,51.90165988,4.49775003
3072EN,51.90133415,4.49820676
3072EP,51.90105210,4.49860089
3072ER,51.90077715,4.50145010
3072ES,51.89889770,4.48302454
3072ET,51.89894686,4.48153373
3072EV,51.89929298,4.48350984
3072EX,51.89921818,4.48264308
3072GC,51.90280121,4.50308224
3072GD,51.90104342,4.50017482
3072GE,51.90079034,4.49941050
3072GG,51.90013648,4.49846534
3072GH,51.89992823,4.49807496
3072GJ,51.89971128,4.49767604
3072GL,51.90311077,4.50501319
3072GM,51.90231767,4.50306200
3072GN,51.89946784,4.49824312
3072GP,51.89935683,4.49813595
3072GR,51.89935683,4.49813595
3072GS,51.89935683,4.49813595
3072HA,51.90184157,4.50122545
3072HB,51.90188435,4.49983995
3072HC,51.90190662,4.49883971
3072HD,51.90256232,4.49826612
3072HE,51.90199378,4.49759354
3072HG,51.90160522,4.50073509
3072HH,51.90164199,4.50043392
3072HJ,51.90167229,4.49928049
3072HK,51.90173681,4.49867001
3072HP,51.90074436,4.49564588
3072HS,51.90112705,4.49680365
3072HT,51.90161389,4.49863122
3072HV,51.90126592,4.49911447
3072HW,51.90093167,4.49946091
3072HX,51.90143903,4.49934151
3072HZ,51.90106941,4.49963653
3072JA,51.90437647,4.49771671
3072JB,51.90432845,4.49766651
3072JC,51.90425960,4.49760698
3072JD,51.90359637,4.49732588
3072JE,51.90358011,4.49713689
3072JG,51.90488163,4.49825021
3072JH,51.90475639,4.49870971
3072JJ,51.90374617,4.49910604
3072JK,51.90374617,4.49924249
3072JL,51.90366523,4.49924249
3072JM,51.90432127,4.49859508
3072JN,51.90432127,4.49979317
3072JP,51.90184666,4.49537682
3072JR,51.90155989,4.49436376
3072JS,51.90355609,4.49581074
3072JT,51.90387309,4.49844017
3072JV,51.90379853,4.49799407
3072JW,51.90329168,4.49522871
3072JX,51.90298934,4.49453581
3072JZ,51.90176253,4.49328515
3072KA,51.90417543,4.50201108
3072KB,51.90366523,4.49924249
3072KC,51.90165018,4.49257042
3072KD,51.90337153,4.49824797
3072KE,51.90112642,4.49226964
3072KG,51.90376486,4.50275751
3072KH,51.90306589,4.49938976
3072KJ,51.90290259,4.49861992
3072KK,51.90268671,4.49760264
3072KN,51.90499784,4.50093389
3072KP,51.90449742,4.50080002
3072KV,51.90532829,4.49815934
3072KW,51.90535966,4.49892119
3072KX,51.90552507,4.49775939
3072LB,51.90127613,4.48239796
3072LC,51.90028924,4.48259489
3072LD,51.90112274,4.48275593
3072LE,51.90055788,4.48305728
3072LH,51.90057073,4.48186509
3072LJ,51.90069425,4.48187280
3072LK,51.90029115,4.48216036
3072LL,51.90015664,4.48387748
3072LM,51.90210926,4.48825034
3072LN,51.90208251,4.48664779
3072LP,51.90007528,4.48318424
3072LS,51.90113323,4.48384430
3072LT,51.90155683,4.48351410
3072LV,51.90127997,4.48419767
3072LW,51.89967967,4.47981173
3072LZ,51.89981983,4.47924512
3072MA,51.90695928,4.49017914
3072MB,51.90640889,4.48896824
3072MC,51.90703514,4.48841260
3072MD,51.90642301,4.49036460
3072ME,51.90696981,4.49077288
3072MG,51.90648563,4.49093135
3072MH,51.90399186,4.48541777
3072MJ,51.90442430,4.48634262
3072MK,51.90536537,4.48843752
3072MM,51.90592637,4.48959813
3072MX,51.90268160,4.49326009
3072MZ,51.90271130,4.49519647
3072NB,51.90258243,4.49466704
3072NC,51.90106251,4.48928472
3072ND,51.90094924,4.48860695
3072NE,51.90220005,4.49477937
3072NG,51.90065160,4.48678422
3072NH,51.90072134,4.48615923
3072NJ,51.90032835,4.48476777
3072NK,51.90185626,4.49316292
3072NM,51.90123374,4.48193551
3072NN,51.90110936,4.48151965
3072NP,51.90133088,4.48317760
3072NR,51.90107106,4.48194655
3072NS,51.90100651,4.48094305
3072NT,51.90115280,4.48325015
3072NV,51.90103894,4.48267867
3072NW,51.90088452,4.48209561
3072NX,51.90080074,4.48186117
3072NZ,51.90232476,4.48225432
3072PD,51.90099609,4.49771198
3072PE,51.90053776,4.49756847
3072PG,51.89889364,4.49702107
3072PH,51.89923360,4.49871026
3072PP,51.89918526,4.49878201
3072PR,51.89918526,4.49924428
3072PS,51.89881832,4.49948808
3072PT,51.89966041,4.49896199
3072PV,51.89931789,4.49947382
3072PW,51.89898147,4.49976412
3072PX,51.89869196,4.49976517
3072RD,51.90262153,4.50463865
3072RE,51.90226539,4.50524679
3072RN,51.89913501,4.50872809
3072RP,51.90146570,4.50854819
3072RR,51.90213883,4.50713426
3072RS,51.90283372,4.50920472
3072RT,51.90216358,4.50679189
3072RV,51.90015850,4.50954027
3072RW,51.90089388,4.50946142
3072RX,51.89984800,4.50965852
3072RZ,51.90093886,4.50909544
3072SC,51.90287286,4.50204240
3072TA,51.90205858,4.50360610
3072TB,51.90138253,4.50360610
3072TC,51.90088553,4.50449534
3072TD,51.90067805,4.50443905
3072TE,51.90056806,4.50467365
3072TG,51.90037357,4.50492467
3072TH,51.89942746,4.50705707
3072TJ,51.90210582,4.50390066
3072TS,51.90019225,4.50516981
3072TT,51.90032304,4.50614535
3072TV,51.89967595,4.50470951
3072TW,51.89909708,4.50344750
3072TX,51.89883148,4.50287133
3072VA,51.90157778,4.50333185
3072VB,51.90063962,4.50366677
3072VC,51.90038119,4.50399726
3072VD,51.90012597,4.50432707
3072VE,51.89986858,4.50498236
3072VG,51.89948606,4.50524979
3072VH,51.89931030,4.50619490
3072VJ,51.90191155,4.50286864
3072VK,51.90141812,4.50391150
3072VL,51.90071202,4.50457237
3072VM,51.90020004,4.50457237
3072VP,51.89948962,4.50547585
3072VR,51.89925129,4.50646966
3072VS,51.90180051,4.50505346
3072VT,51.90160982,4.50455807
3072VW,51.90149031,4.50487428
3072VX,51.90100119,4.50385191
3072WB,51.90149875,4.47801243
3072WD,51.90149875,4.47801243
3072WE,51.90144101,4.47863624
3072WG,51.90139626,4.48020599
3072WH,51.90166638,4.47919062
3072WJ,51.90041024,4.47637941
3072WK,51.90107823,4.48011034
3072WL,51.90115123,4.48024774
3072WN,51.90132998,4.47942360
3072WP,51.90062695,4.47896871
3072WR,51.90028409,4.47662862
3072WS,51.90083750,4.47777587
3072WT,51.90074357,4.47818172
3072WV,51.90017195,4.47709648
3072WX,51.90006089,4.47757024
3072WZ,51.89995552,4.47770478
3072XA,51.90295931,4.50071095
3072XB,51.90299162,4.49969580
3072XC,51.90286671,4.50001970
3072XD,51.90275595,4.50001970
3072XE,51.90268889,4.50101533
3072XJ,51.90271653,4.50130165
3072XK,51.90287956,4.49915877
3072XL,51.90253855,4.49971080
3072XM,51.90215448,4.50012756
3072XN,51.90290646,4.49952007
3072XP,51.90251614,4.50003912
3072XR,51.90215011,4.50062074
3072XS,51.90269024,4.49812291
3072XT,51.90220608,4.49892335
3072XV,51.90155841,4.50017482
3072XW,51.90270214,4.49930812
3072XZ,51.90140328,4.50065203
3072ZA,51.90125554,4.48730052
3072ZB,51.90114804,4.48664756
3072ZC,51.90097270,4.48570834
3072ZD,51.90130872,4.48906838
3072ZE,51.90113279,4.48807209
3072ZH,51.90092293,4.48676789
3072ZJ,51.90076578,4.48582583
3072ZK,51.90143320,4.48648660
3072ZL,51.90128690,4.48560904
3072ZM,51.90138597,4.48688643
3072ZN,51.90094186,4.48717690
3072ZP,51.90150748,4.48432937
3072ZR,51.90102671,4.48522015
3072ZS,51.90095086,4.48547095
3072ZT,51.90111827,4.48853887
3072ZV,51.90129610,4.49017217
3072ZW,51.90146987,4.48791828
3072ZX,51.90158798,4.48378446
3073AA,51.89394235,4.50929878
3073AB,51.89300432,4.50896697
3073AC,51.89254179,4.50875372
3073AD,51.89219115,4.50859931
3073AE,51.89197666,4.50853164
3073AG,51.89153532,4.50830922
3073AH,51.89109592,4.50814363
3073AJ,51.89051710,4.50788022
3073AK,51.89031039,4.50778839
3073AL,51.89022174,4.50714413
3073AM,51.89272767,4.50337322
3073AN,51.89185170,4.50427488
3073AP,51.89107332,4.50554295
3073AS,51.89254133,4.50439635
3073AT,51.89123187,4.50557403
3073AV,51.89070939,4.50612527
3073AW,51.89013968,4.50618417
3073BA,51.89569028,4.50476026
3073BB,51.89418249,4.50205675
3073BC,51.89557447,4.50494748
3073BE,51.89439988,4.50280600
3073BG,51.89533929,4.50532549
3073BH,51.89470803,4.50421510
3073BJ,51.89414534,4.50313985
3073BK,51.89358291,4.50200384
3073BL,51.89281497,4.50065411
3073BM,51.89175588,4.49867409
3073BN,51.89102131,4.49743750
3073BP,51.89062540,4.49672042
3073BR,51.89502897,4.50604130
3073BV,51.89282057,4.50201745
3073BW,51.89175249,4.50008160
3073BX,51.89130158,4.49926751
3073BZ,51.89072088,4.49821775
3073CA,51.89106041,4.49590786
3073CB,51.89177393,4.49639835
3073CC,51.89284148,4.49683780
3073CD,51.89273161,4.49699979
3073CE,51.89195349,4.49813237
3073CG,51.89183620,4.49826471
3073CH,51.89261174,4.49757260
3073CJ,51.89312213,4.49643708
3073CK,51.89233150,4.49497090
3073CL,51.89153091,4.49492209
3073CM,51.89051970,4.49493299
3073CN,51.89301401,4.49659322
3073CP,51.89223640,4.49517196
3073CR,51.89118799,4.49595017
3073CS,51.89251958,4.49606771
3073CT,51.89171731,4.49737266
3073CV,51.89257855,4.49753981
3073CW,51.89132406,4.49685753
3073CX,51.89122381,4.49715726
3073CZ,51.89222708,4.49786333
3073DA,51.89073289,4.49937455
3073DB,51.89078428,4.49950829
3073DC,51.89047899,4.50550360
3073DD,51.89029939,4.50569741
3073DE,51.89006814,4.50310450
3073DG,51.89001338,4.50137249
3073DH,51.89060733,4.50024875
3073DJ,51.89077038,4.50032345
3073DK,51.89018934,4.49984704
3073DL,51.89045174,4.49890929
3073DM,51.89053936,4.49905343
3073DN,51.89093292,4.50095815
3073DP,51.89102988,4.50131265
3073DR,51.88988053,4.50526839
3073DS,51.88985697,4.50428534
3073DT,51.88982524,4.50326907
3073DV,51.88979475,4.50222663
3073DW,51.88976539,4.50133743
3073DX,51.88974877,4.50032667
3073DZ,51.88993385,4.49886102
3073EA,51.89709891,4.50212067
3073EB,51.89586833,4.50051490
3073EC,51.89523224,4.49965628
3073ED,51.89705989,4.50241318
3073EE,51.89533636,4.50016055
3073EG,51.89553232,4.50253211
3073EH,51.89581359,4.50302688
3073EJ,51.89617410,4.50235245
3073EK,51.89536532,4.50319583
3073EL,51.89571966,4.50163664
3073EM,51.89484558,4.50332872
3073EP,51.89539762,4.50121406
3073ER,51.89462866,4.50207518
3073ES,51.89551404,4.50219533
3073ET,51.89504070,4.50068766
3073EV,51.89517993,4.50088470
3073EW,51.89443623,4.50227069
3073EX,51.89411086,4.50107008
3073GA,51.89706520,4.49552136
3073GB,51.89676384,4.49537188
3073GC,51.89640836,4.49519804
3073GD,51.89600593,4.49499607
3073GE,51.89553640,4.49476421
3073GG,51.89512349,4.49455665
3073GH,51.89471962,4.49435400
3073GJ,51.89450920,4.49424921
3073GK,51.89401223,4.49415987
3073GL,51.89374053,4.49418215
3073GM,51.89325640,4.49420116
3073GN,51.89225117,4.49426172
3073GP,51.89181198,4.49427972
3073GR,51.89149031,4.49429703
3073GS,51.89116973,4.49430995
3073GT,51.89084875,4.49433373
3073GV,51.89041854,4.49435035
3073GW,51.89009364,4.49437281
3073GX,51.89403340,4.49561304
3073GZ,51.89421908,4.49493804
3073HA,51.89755062,4.49896786
3073HB,51.89701011,4.49960607
3073HC,51.89383922,4.49621333
3073HD,51.89752078,4.50132487
3073HE,51.89478560,4.49768440
3073HG,51.89405732,4.49691180
3073HH,51.89353375,4.49601281
3073HJ,51.89296145,4.49492572
3073HK,51.89739422,4.50173253
3073HP,51.89405941,4.49747256
3073HR,51.89339513,4.49635584
3073HS,51.89251958,4.49464392
3073HT,51.89703467,4.50055868
3073HW,51.89514518,4.49756949
3073HX,51.89472885,4.49727698
3073HZ,51.89439198,4.49666328
3073JA,51.89723177,4.49733715
3073JB,51.89710305,4.49714645
3073JC,51.89754274,4.49780630
3073JD,51.89719099,4.49763668
3073JE,51.89705370,4.49753798
3073JG,51.89597948,4.49546625
3073JK,51.89620336,4.49548993
3073JM,51.89794315,4.50059588
3073JN,51.89736559,4.49668067
3073JP,51.89721269,4.49595795
3073JR,51.89706853,4.49623166
3073JS,51.89554168,4.49752119
3073JT,51.89711461,4.49648277
3073JW,51.89663135,4.49797454
3073JX,51.89576985,4.49656204
3073JZ,51.89554234,4.49697103
3073KA,51.89440548,4.50754278
3073KB,51.89366733,4.50797537
3073KC,51.89259095,4.50872624
3073KD,51.89365408,4.50815137
3073KE,51.89270084,4.50879241
3073KG,51.89743417,4.50226453
3073KH,51.89708391,4.50308301
3073KJ,51.89671070,4.50369286
3073KK,51.89625430,4.50475165
3073KL,51.89560160,4.50628656
3073KM,51.89483815,4.50674108
3073KN,51.89461221,4.50705386
3073KP,51.89427932,4.50828741
3073KR,51.89383343,4.50916276
3073KS,51.89469242,4.50629623
3073KT,51.89479607,4.50647157
3073KV,51.89380041,4.50826261
3073KW,51.89389097,4.50817907
3073KX,51.89333562,4.50847936
3073LA,51.89189372,4.50377555
3073LB,51.89188213,4.50393154
3073LC,51.89299776,4.50406170
3073LD,51.89229656,4.50276142
3073LE,51.89292349,4.50422659
3073LG,51.89099277,4.50303089
3073LH,51.89194741,4.50211680
3073LJ,51.89143380,4.50330220
3073LK,51.89202687,4.50270399
3073LL,51.89119242,4.50332863
3073LM,51.89052570,4.50363216
3073LN,51.89123591,4.50185749
3073LP,51.89138815,4.50195660
3073NA,51.89179790,4.50067699
3073NB,51.89326835,4.50356388
3073NC,51.89260953,4.50235284
3073ND,51.89207278,4.50135881
3073NE,51.89152511,4.50034758
3073NG,51.89094377,4.49930726
3073NH,51.89317874,4.50369639
3073NJ,51.89251241,4.50249059
3073NK,51.89155018,4.50081124
3073NL,51.89157181,4.50152189
3073NM,51.89159320,4.50191368
3073PA,51.89087328,4.50719048
3073PB,51.89173082,4.50795525
3073PC,51.89346965,4.50405500
3073PD,51.89288188,4.50561723
3073PE,51.89180591,4.50783291
3073PG,51.89359628,4.50463381
3073PH,51.89278479,4.50578254
3073PJ,51.89189772,4.50694227
3073PK,51.89117083,4.50784378
3073PL,51.89253271,4.50481292
3073PM,51.89137101,4.50650365
3073PN,51.89035925,4.50721767
3073PP,51.89261185,4.50517518
3073PR,51.89156525,4.50667099
3073PS,51.89055613,4.50733510
3073PT,51.89231748,4.50616851
3073PV,51.89214214,4.50642328
3073PW,51.89104538,4.50447651
3073RA,51.89381160,4.50624167
3073RB,51.89374736,4.50652129
3073RC,51.89273629,4.50828360
3073RD,51.89255634,4.50739940
3073RE,51.89332848,4.50784894
3073RG,51.89440196,4.50597273
3073RH,51.89387767,4.50536650
3073RJ,51.89248637,4.50708378
3073RK,51.89383880,4.50498426
3073RL,51.89300469,4.50606247
3073RM,51.89202941,4.50722697
3073RN,51.89407538,4.50516099
3073RP,51.89310349,4.50622193
3073RR,51.89208288,4.50750772
3073SC,51.89409953,4.50739271
3073SH,51.89402460,4.50753536
3073SJ,51.89407538,4.50547234
3073SK,51.89316418,4.50668541
3073SL,51.89214525,4.50826089
3073SM,51.89407520,4.50652586
3073SN,51.89222992,4.50833425
3073TA,51.89315219,4.50050654
3073TB,51.89371099,4.49757550
3073TC,51.89328681,4.49803956
3073TD,51.89293277,4.49915852
3073TE,51.89333262,4.49882257
3073TG,51.89340395,4.49701815
3073TH,51.89280373,4.49789098
3073TJ,51.89220018,4.49873871
3073TK,51.89336122,4.49735055
3073TL,51.89268402,4.49776664
3073TM,51.89239879,4.49873588
3073TN,51.89419106,4.49953440
3073TP,51.89390688,4.49986084
3073TR,51.89386515,4.49812845
3073TS,51.89416278,4.50035265
3073TT,51.89485258,4.49982052
3073TV,51.89378047,4.50056362
3073VA,51.89634776,4.50364213
3073VB,51.89625631,4.50387514
3073VC,51.89472349,4.50108722
3073VD,51.89380864,4.49954199
3073VE,51.89467535,4.50137874
3073VG,51.89366344,4.49974026
3073VH,51.89671306,4.50313401
3073VK,51.89719542,4.50333007
3073VL,51.89638686,4.50260344
3073VM,51.89557410,4.50423815
3073VP,51.89642505,4.50336745
3073VR,51.89538676,4.50431258
3073VS,51.89587050,4.50366611
3073VT,51.89598593,4.50429395
3073WC,51.89466076,4.49756667
3073WG,51.89493953,4.49583610
3073WH,51.89489375,4.49648935
3073WL,51.89674351,4.49612751
3073WN,51.89590126,4.49555897
3073WP,51.89541330,4.49531584
3073WR,51.89497153,4.49509360
3073WT,51.89579228,4.49586159
3073WV,51.89495828,4.49533722
3073WX,51.89450170,4.49595617
3073WZ,51.89467604,4.49616285
3073ZA,51.89723339,4.49926437
3073ZB,51.89636308,4.49823655
3073ZC,51.89621865,4.49802374
3073ZD,51.89694721,4.49912190
3073ZE,51.89635194,4.49857065
3073ZG,51.89600432,4.49865306
3073ZJ,51.89593793,4.49904270
3073ZL,51.89608488,4.49917729
3073ZM,51.89659103,4.49753522
3073ZN,51.89652747,4.49774788
3073ZP,51.89673208,4.49821709
3073ZR,51.89635644,4.49944424
3073ZS,51.89723048,4.49846041
3073ZT,51.89650973,4.49959569
3074AA,51.89383464,4.50993316
3074AB,51.89284316,4.50943646
3074AC,51.89219199,4.50914409
3074AD,51.89163893,4.50889484
3074AE,51.89108248,4.50866244
3074AG,51.89046070,4.50842128
3074BA,51.89045297,4.51263188
3074BB,51.89037670,4.51194913
3074BC,51.89038219,4.51111822
3074BD,51.89039397,4.50963548
3074BE,51.89151371,4.51217673
3074BG,51.89329371,4.51032589
3074BH,51.89288110,4.51124685
3074BJ,51.89231555,4.51222375
3074BK,51.89149368,4.51308065
3074BM,51.89400882,4.51015891
3074BN,51.89334749,4.51125820
3074BP,51.89306893,4.51187022
3074BR,51.89262660,4.51246466
3074BS,51.89217224,4.51285447
3074BT,51.89189037,4.51318756
3074BV,51.89164262,4.51357372
3074BW,51.89128333,4.51418078
3074BX,51.89092049,4.51460808
3074CA,51.89460563,4.51571215
3074CB,51.89440349,4.51376383
3074CC,51.89431139,4.51305853
3074CD,51.89412582,4.51128705
3074CE,51.89406703,4.51078115
3074CG,51.89440973,4.51576574
3074CH,51.89419894,4.51391309
3074CJ,51.89410981,4.51312126
3074CK,51.89403508,4.51254664
3074CL,51.89400779,4.51228981
3074CM,51.89416689,4.51512806
3074CN,51.89330756,4.51539646
3074CP,51.89420508,4.51544719
3074CR,51.89379836,4.51580389
3074DA,51.89587404,4.51358475
3074DB,51.89549615,4.51395187
3074DC,51.89409797,4.51432481
3074DD,51.89283437,4.51455273
3074DE,51.89211210,4.51481091
3074DG,51.89103058,4.51509743
3074DH,51.89586938,4.51404617
3074DJ,51.89466903,4.51420512
3074DK,51.89413280,4.51455892
3074DL,51.89324797,4.51479416
3074DM,51.89205430,4.51492549
3074DN,51.89161139,4.51532137
3074EA,51.89905987,4.51030900
3074EB,51.89845266,4.51050620
3074EC,51.89715593,4.51067388
3074ED,51.89617252,4.51038690
3074EE,51.89553326,4.50985706
3074EG,51.89501147,4.50970796
3074EH,51.89446326,4.50957773
3074EJ,51.89910615,4.51096178
3074EK,51.89828495,4.51115264
3074EM,51.89734388,4.51118961
3074EN,51.89621581,4.51091217
3074EP,51.89578874,4.51075704
3074ER,51.89527646,4.51052657
3074ES,51.89471912,4.51028101
3074GA,51.89869305,4.50979589
3074GB,51.89828611,4.51046625
3074GC,51.89858061,4.50955721
3074GD,51.89804012,4.50999982
3074GG,51.89670110,4.51001135
3074GH,51.89650579,4.50991224
3074GJ,51.89729619,4.51045830
3074GK,51.89576831,4.51009201
3074HB,51.89743284,4.51404791
3074HC,51.89697432,4.51465811
3074HG,51.89753934,4.51493628
3074HJ,51.89095383,4.51665131
